country,countryiso3code,year,GDP growth %,GNI growth,Government expenditure on education,Inflation Rate,Life expectancy,Literacy Rate,Population growth,Poverty Rate,Unemployment Rate,Foreign Domestic Investment(FDI),Gross Capital Formation(GCF),Gross Domestic Product(GDP),Gross National Income(GNI)
China,CHN,2023,5.41484330099675,,,0.234836828893051,77.953,,-0.103794531589067,,4.67,51.33807680159,7514.5447528359,18270.3566545332,18120.845036941
European Union,EUU,2018,2.0540414117159,2.2221968901062,10.8592433929443,1.7386086198818,81.0317510064821,,0.226283711237084,,7.25592359475734,132.869416184671,3513.1182979565697,16092.154353714699,16168.1610115071
European Union,EUU,2019,1.87715856708597,2.05710761691174,10.9761648178101,1.63052260754344,81.3194524901834,,0.129990340516999,,6.68857556375924,583.134288230833,3555.16396369415,15809.2983457922,15874.6986466454
European Union,EUU,2020,-5.57343288385174,-5.46104019724773,10.3530426025391,0.476498852725066,80.4414754678551,,-0.00883750758193382,,7.05350210339032,192.039746123776,3430.33147346021,15505.708717748901,15505.6754249253
European Union,EUU,2021,6.35713585699249,6.25311572350755,10.720606803894,2.55450699642041,80.3071964400875,,-0.14412771789192,,7.0141845372126,684.1303335214831,4029.64715129459,17498.5229708452,17595.8591075553
European Union,EUU,2022,3.49214384701398,1.28030810197535,,8.83369886749452,80.7129818383208,,0.330237285891451,,6.14423464736459,212.491488335551,4107.48336256764,16996.0879551398,17001.4452300558
European Union,EUU,2023,0.455502395989242,1.39806762364057,,6.29942487419125,81.4114503796875,,0.384016882806988,,6.02506580748964,-275.43516565135604,4164.8984910211,18602.6729717216,18591.1731512394
France,FRA,2018,1.64590872395887,1.50104934672267,9.56552600860596,1.85081508315502,82.6756097560976,,0.358494581816163,,9.018,77.4930986932378,628.958185222117,2781.57632088439,2844.43380562321
France,FRA,2019,2.02744646419237,3.02892487119162,9.48199844360352,1.10825492288294,82.8268292682927,,0.332559129027963,,8.415,53.4993375037413,626.925204346666,2722.7935151717597,2804.09434391921
France,FRA,2020,-7.44064589948231,-7.95273069176461,8.82271194458008,0.476498852725066,82.1756097560976,,0.324557781035362,,8.009,19.3688298364654,603.844131600624,2647.9260551100497,2701.22012601635
France,FRA,2021,6.88233783360239,7.74761452386861,8.87541103363037,1.64233141038385,82.3243902439024,,0.356902332389048,15.6,7.874,98.0125450191631,695.554082458516,2966.43369200809,3059.2143470022797
France,FRA,2022,2.57084047567793,0.89710862870092,,5.22236748369735,82.1292682926829,,0.326992498564887,,7.308,109.57490446464301,676.4010460612869,2796.3022103988396,2874.30984210954
France,FRA,2023,0.936487518850853,0.251348169211283,,4.87835726508441,82.9292682926829,,0.326319200823468,,7.335,8.80337798164788,706.601695412562,3051.83161138476,3108.87847915417
Germany,DEU,2018,1.11644310902427,2.08998410247767,9.63820171356201,1.73216879766942,80.8926829268293,,0.300526701992065,,3.384,162.250938125842,869.9879301913719,4052.00844722353,4211.15033410117
Germany,DEU,2019,0.987893350164853,0.920151720978055,9.72637844085693,1.44565976888253,81.2926829268293,,0.22551987421288,16.1,3.163,75.46343845089169,842.8881816156851,3957.2080552156804,4103.44389095686
Germany,DEU,2020,-4.09513751682526,-4.61136764866109,9.29844093322754,0.144877925813982,81.0414634146342,,0.0816931586494595,16.0,3.881,176.781024357228,853.700215750975,3940.1425413541,4039.72262472063
