country,countryiso3code,year,FDI,GCF,GDP,GDP growth %,GNI,GNI growth,Government expenditure on education,Inflation Rate,Life expectancy,Literacy Rate,Population growth,Poverty Rate,Unemployment Rate
Channel Islands,CHI,2020,,,9439810769.23077,-8.89677926591959,,,,,80.9,,0.359172843142478,,6.863
Channel Islands,CHI,2021,,,11157003025.7186,9.93680136985076,,,,,80.3,,0.30392604241618,,6.875
Channel Islands,CHI,2022,,,11308300382.1028,5.34196140375869,,,,,81.0,,0.283869921965387,,6.147
Channel Islands,CHI,2023,,,12507927159.7265,3.71500590367266,,,,,81.1,,0.284259058075622,,6.187
Chile,CHL,2018,7942631935.04914,71606637995.2451,295857562991.709,3.99002947789977,283731132099.308,2.99550050822428,21.3660697937012,2.43488981353057,80.559,,1.78538584857741,,7.623
Chile,CHL,2019,13579090978.7595,69401538320.0089,278285058719.466,0.634367533828438,267848366678.638,0.465494969883423,21.2335300445557,2.55754475703327,80.324,,1.59911795256016,,7.493
Chile,CHL,2020,11447397288.6176,53496724031.7145,254042159309.311,-6.14347479224092,238186960905.052,-5.82089854162228,19.3549995422363,3.04549084804326,79.349,,0.896491953505063,10.8,10.934
Chile,CHL,2021,15176902318.5544,76012747376.5557,315325547162.072,11.3149204879049,297480574581.464,15.0773073157239,14.8810195922852,4.52456838259144,78.876,,0.441498091207504,,9.281
Chile,CHL,2022,18771990469.19,77711694116.6386,301226575540.242,2.15399356192458,286490680076.319,-0.0181390868090716,,11.643866711056,79.176,97.1600036621094,0.495789591494285,6.5,8.249
Chile,CHL,2023,18377361861.8,78383912371.3829,335518054097.637,0.521367977246825,321045903576.753,2.66211711595457,,7.58168251407962,81.167,,0.53962870957127,,9.013
China,CHN,2018,235365050036.341,6127938860545.8,14147765772963.8,6.75671800166833,14086737564950.9,,11.4506902694702,2.07479039965576,77.709,,0.467672053461959,1.7,4.31
China,CHN,2019,187169822364.755,6212755948025.48,14560167101283.4,6.06850235053705,14520157750328.0,,11.2266368865967,2.89923416358227,77.94,,0.354740890170827,0.6,4.56
China,CHN,2020,253095616058.58,6384329452073.95,14996414166715.1,2.34018843078414,14878808399124.3,,10.5329275131226,2.41942189457782,78.019,97.0,0.238040870229883,0.0,5.0
China,CHN,2021,344074977062.48,7768896607600.43,18201698719564.0,8.57008513166322,18077551859016.4,,10.8503179550171,0.981015135544882,78.117,,0.0892522000412526,,4.55
China,CHN,2022,190203789092.51,7758145200097.73,18316765021690.2,3.1341888719577,18163546112470.6,,10.5049028396606,1.97357555739051,78.202,,-0.0130995013525784,,4.98
China,CHN,2023,51338076801.59,7514544752835.9,18270356654533.2,5.41484330099675,18120845036941.0,,,0.234836828893051,77.953,,-0.103794531589067,,4.67
Colombia,COL,2018,11298692773.8486,70834901642.7379,334198218098.276,2.56432428277704,325924723780.778,2.95113765763992,,3.24056932930569,76.579,95.0,1.83913784861099,,9.36
Colombia,COL,2019,13989154028.3683,69066146741.2053,323031701192.84,3.18685539245533,315981529469.142,3.30399930846606,,3.52301932741447,76.793,95.0,1.78615507724394,,10.28
Colombia,COL,2020,7458624984.21929,51712628202.1731,270348342541.465,-7.18591413760859,267833501944.668,-7.65819236630119,,2.52663500084706,74.757,96.0,1.43632167326968,,15.983
Colombia,COL,2021,9561335276.67571,60255151624.0367,318524633225.395,10.8011981904878,315645547482.267,12.6188441122396,,3.49505757399448,72.698,,1.09642825395961,39.7,13.898
Colombia,COL,2022,17182225497.9059,68391146780.1229,345632492851.448,7.32827729427979,333687079177.842,7.46291389584377,,10.1772313546166,76.508,,1.06829295530618,36.6,10.547
Colombia,COL,2023,16793702728.5038,60217223711.2961,366291836137.916,0.712380031974334,356861086164.789,1.52421294984187,,11.7359044948689,77.725,,1.12092864340999,33.0,9.594
Comoros,COM,2018,5672348.12858,176751509.557031,1188797449.96029,4.05960593662805,1195077463.59723,3.5197690185703,,,65.401,,1.95274153616222,,3.942
Comoros,COM,2019,4300803.9663215,152183422.066123,1195019531.03664,3.62877024437186,1200664051.45658,4.70529216386608,,,65.662,,1.92385702700328,,3.934
Comoros,COM,2020,3875846.08058854,144576216.828229,1225039195.93742,4.00531793513311,1230948289.57019,1.04751242341365,11.4759645462036,,65.756,,1.96199379762606,44.8,4.471
Comoros,COM,2021,4024772.1820532,175398423.052403,1299039311.76025,2.72579845079559,1305335234.76594,5.01146972815553,10.2856864929199,,65.201,,1.97631988078353,,4.394
Comoros,COM,2022,4128667.47538991,170624326.678803,1279542248.45017,2.81839506562636,1286151684.71875,1.03140038793288,10.4760227203369,,66.481,61.7099990844727,1.93837687010445,,3.816
Comoros,COM,2023,5352754.89432874,186175300.025348,1430523435.81695,3.06466236855576,1437906594.72002,3.9664356965779,,,66.777,,1.92327433672711,,3.776
"Congo, Dem. Rep.",COD,2018,1407563588.42423,9799507734.34159,47568210009.8172,5.82112109969025,45864379355.5355,9.36475188188619,,,59.926,73.5530319213867,3.34726508426912,,4.618
"Congo, Dem. Rep.",COD,2019,1350994226.20535,10662993828.47,51775829877.2088,4.38452887429834,48961721320.9821,-5.06099023591858,,,60.242,,3.1695285579572,,4.591
"Congo, Dem. Rep.",COD,2020,1498084807.8648,11985483828.2683,48716961860.1325,1.73542276681493,47449011448.6566,10.1254175561068,,,60.428,,3.22098049233111,56.2,5.345
"Congo, Dem. Rep.",COD,2021,1677673789.73561,15227130804.09,55328482783.5393,6.20015401075946,53338482783.5393,23.4407644074162,,,60.044,,3.23790848096045,,5.28
"Congo, Dem. Rep.",COD,2022,1409373841.76263,20705008444.2451,65801547755.6552,8.92444785079518,62284414349.5267,9.8516377372636,,,60.979,80.5400009155273,3.2234019442495,,4.522
"Congo, Dem. Rep.",COD,2023,2375258886.51998,21436242669.5436,67006756666.3604,8.60908972348436,64911749763.0033,66.6581104651945,,,61.895,,3.25963514299902,,4.484
"Congo, Rep.",COG,2018,4315250920.0,4362290847.48255,14773900288.5135,-2.30431780125842,13950568006.1425,19.7267709588081,15.5829000473022,1.15277896375523,64.472,,2.43884022378671,,20.701
"Congo, Rep.",COG,2019,-1427679257.05894,3619962678.5305,13976637779.9763,1.12447391976529,12568374440.1643,-9.79921726405315,17.0074214935303,2.20607305781525,63.152,,2.40634419722279,,20.392
"Congo, Rep.",COG,2020,-1983178866.50125,2721699253.26798,11468687464.0046,-6.26777227963225,11405928815.1038,-18.1566148686165,17.0091400146484,1.79537147083108,64.391,,2.39477691216791,,22.198
"Congo, Rep.",COG,2021,-320209517.696022,3258227328.90295,14825690210.9157,1.01507036990908,13175025890.1367,10.5486873511823,16.5610046386719,1.7156427545126,64.192,80.6100006103516,2.39414288318435,,21.96
"Congo, Rep.",COG,2022,532256250.0,3318287470.28123,15817030156.9459,1.47535613247133,14100325793.9745,22.2438860787133,15.5095014572144,3.04344334698478,65.0,,2.39665300284304,,20.108
"Congo, Rep.",COG,2023,626473710.0,3862584639.86903,15321055818.3263,1.90686426346754,14546557187.5068,-4.70303306276088,14.7291526794434,4.30174563591016,65.772,,2.41919038084212,,19.898
Costa Rica,CRI,2018,3014543618.02812,11466497273.9897,62420164991.5444,2.6159044043379,59042419843.9842,1.83069367036825,26.086669921875,2.22111461526581,80.09,,0.904494518403601,22.9,9.01
Costa Rica,CRI,2019,2719031329.42268,10348109476.0522,64417670521.3339,2.41751181762513,60575320937.0316,2.08507038734425,32.5915794372559,2.09604635327807,80.296,,0.838278384859255,23.9,10.807
Costa Rica,CRI,2020,2103003648.9836,10085036678.2792,62395610759.9798,-4.27335432161462,58780239945.3654,-3.84816755470311,30.0822105407715,0.724911478131376,79.725,,0.6929953994471,30.0,16.432
Costa Rica,CRI,2021,3592802258.09677,12070862315.9202,64960725734.2362,7.93576224743147,60786873652.2023,5.51605985242017,31.1666202545166,1.72647755109241,78.05,98.0400009155273,0.508564932290693,26.2,15.139
Costa Rica,CRI,2022,3673404328.97314,12254275529.3543,69243626028.6698,4.55149177958398,64292147817.5435,0.707090171551954,,8.27477490232654,79.316,,0.429453043658398,25.5,11.325
Costa Rica,CRI,2023,4687479757.85749,13196639504.0681,86497941438.9809,5.11192183229137,80477795958.8812,6.62623541874348,,0.525193508693455,80.799,,0.46646444898736,24.4,8.325
Cote d'Ivoire,CIV,2018,620330654.359791,13022884376.7332,58522477786.6889,4.84314605889178,56893409586.3836,4.18791497418638,18.2889003753662,0.359409031380677,59.795,,2.69696827034562,39.5,2.85
Cote d'Ivoire,CIV,2019,848881139.442877,13278161405.715,60382894697.3557,6.72137167584978,58700458323.6943,6.60650230822988,19.8460693359375,-1.10686343994188,60.274,90.0,2.61916841176218,,2.401
Cote d'Ivoire,CIV,2020,712915894.481616,13704078854.3842,63027852805.4204,0.699728593494228,61181445318.3239,2.55288147281595,18.5902500152588,2.42500656821815,60.14,,2.53019803537112,,2.584
Cote d'Ivoire,CIV,2021,1392435143.38301,17161566399.2473,72794636649.4342,7.06332910205232,70557249150.6706,5.94956235027919,16.2662792205811,4.09195189692863,60.29,50.0006408691406,2.47398737434864,37.5,2.63
Cote d'Ivoire,CIV,2022,1599115748.83327,19493359353.3498,70922824824.0069,6.39988362720531,68623862582.7702,4.56915679451109,15.9030103683472,5.27616724262846,61.562,,2.51622934953513,,2.306
Cote d'Ivoire,CIV,2023,1752557290.0,20777534761.9182,79618056323.7639,6.45045796902575,76566305062.6868,7.49722579743218,15.9464101791382,4.38711707003279,61.944,,2.50384681190665,,2.27
Croatia,HRV,2018,1645992913.89195,13860917046.555,61668130122.5878,2.90468149344008,61012818220.4691,2.47640827671869,10.4801244735718,1.50012501041756,77.919512195122,,-1.31087324504252,18.3,8.432
Croatia,HRV,2019,3978656307.57573,13499342741.6105,61467582193.6824,3.10043911443758,61268612917.2376,4.33471662337396,10.9761648178101,0.771820346498019,78.2243902439024,,-0.992302961069294,18.3,6.617
Croatia,HRV,2020,1471750500.43121,13649030443.071,57963370885.0798,-8.31164257884687,58891160852.6755,-7.24765922081777,10.3530426025391,0.154811374562106,77.5243902439024,,-0.894863743984583,19.2,7.507
Croatia,HRV,2021,5125181839.24963,15041789046.5428,69006802298.6956,12.6317003277712,68674887022.5884,9.0682625858401,10.720606803894,2.55450699642041,76.4243902439025,99.4499969482422,-0.904000889163613,18.0,7.608
Croatia,HRV,2022,3927390914.43453,18561027853.9447,71198635101.9514,7.28793643206565,70915817738.4096,4.13535326918873,,10.7805806758686,77.5756097560976,,-0.603521952188318,,6.96
Croatia,HRV,2023,3341914870.68901,19648394756.5616,84393795502.4421,3.30254488086325,84108507665.8741,6.14790548627391,,7.9412817758683,78.4731707317073,,0.104856226330186,,6.086
Cuba,CUB,2018,,12039600000.0,100050036096.123,2.24794854086232,98575036096.1232,1.38734092531388,12.6599740982056,,77.426,,-0.1843030451865,,1.7
Cuba,CUB,2019,,11889000000.0,103427600000.0,-0.163087223606624,101873600000.0,-0.146439657489168,14.2259435653687,,77.413,97.6549072265625,-0.216424863402489,,1.705
Cuba,CUB,2020,,10601300000.0,107351800000.0,-10.9490846048862,,,16.6611003875732,,77.407,,-0.236755669324081,,2.24
Cuba,CUB,2021,,,,1.25369342501311,,,15.9666299819946,,73.201,99.6731109619141,-0.486006262271645,,2.116
Cuba,CUB,2022,,,,1.77504879825767,,,16.9599647521973,,77.629,,-0.562151275082133,,1.82
Cuba,CUB,2023,,,,-1.92937123169681,,,,,78.085,,-0.361317873522215,,1.719
Curacao,CUW,2018,126924996.849162,1251061452.51397,3046364804.46927,-2.10411133101029,3028320111.73184,,,2.58368756641814,76.493,,-0.525178744011738,,
Curacao,CUW,2019,203230453.620112,,3026124115.73275,-3.20613171902535,3038652569.8324,,,2.62220783425059,76.492,,-1.19643951751799,,
Curacao,CUW,2020,155743256.268156,,2534327592.49914,-18.4384703505394,2551929888.26816,,15.3129596710205,,76.501,,-1.59676619476798,,
Curacao,CUW,2021,170912620.061453,,2739594359.5908,4.18371193053551,2771395865.92179,,15.2769498825073,,75.686,,-1.6777912474095,,
Curacao,CUW,2022,175616794.949721,,3075180834.72417,7.92300000000002,3139991516.08939,,12.4153747558594,,76.729,,-1.56965834139861,,
Curacao,CUW,2023,136602563.648045,,3281419347.37053,4.20199999999993,3287571117.34559,,,,76.8,,3.79645063626207,,
Cyprus,CYP,2018,79087120911.1899,4879473011.06672,25754001367.5448,6.27166360056404,24823400132.0307,5.36878548281108,11.7928562164307,1.43549119531759,81.556,,1.30393306995205,14.7,8.504
Cyprus,CYP,2019,113114188086.775,5106822527.41594,26196667099.5303,5.87559583386607,24793491597.2219,4.07785529857989,13.5074253082275,0.250370996758493,81.454,,1.24612155650882,14.3,7.155
Cyprus,CYP,2020,-75646450885.0055,5277500097.08671,25555093854.2968,-3.22063018637567,23839852610.9473,-5.71989018954196,12.9371271133423,-0.638422797978959,81.23,,1.20329712567783,13.8,7.755
Cyprus,CYP,2021,4570550233.20885,5966912834.39031,30372642502.4897,11.3881892684305,27682460194.8683,9.51950476926785,12.7362098693848,2.44608867175474,80.573,99.3600006103516,1.1499785451605,13.9,7.513
Cyprus,CYP,2022,16366465401.5531,6270886161.25961,30935566076.6788,7.20486780743879,28480656554.5942,8.28250973435836,,8.39548297993334,80.434,,1.06174678712373,,6.806
Cyprus,CYP,2023,-3562882563.15674,6994685567.23325,33886930712.3394,2.76390975419605,30644231434.6265,0.696710766972572,,3.54134188751663,81.648,,1.0167681770201,,6.098
Czechia,CZE,2018,8324668391.46793,64617413013.5488,251992360762.236,2.83030588267866,237586645139.765,3.13712221915574,11.2675294876099,2.14949494949493,79.0292682926829,,0.334427262299794,10.1,2.246
Czechia,CZE,2019,10752120870.768,67207796879.9398,256794209028.77,3.56577658128261,240920145210.348,3.2327629130166,11.8427038192749,2.8478759591805,79.2292682926829,,0.393788864202175,9.5,2.015
Czechia,CZE,2020,8515481807.56744,62099934296.27,251109660602.536,-5.30487955463876,238151549423.207,-3.31488345738207,10.743049621582,3.16129528497801,78.2268292682927,,0.243222682211879,8.6,2.55
Czechia,CZE,2021,12890950336.4655,81846358471.2728,290972714482.313,4.02901832055149,282456772943.591,6.43196192688575,10.8769035339355,3.83984491500146,77.2219512195122,,-1.81187141002542,10.2,2.803
Czechia,CZE,2022,9143600294.9133,93668193689.258,301831228325.556,2.8471706583814,289548186839.063,-0.905473710601001,,15.1001651468371,78.9292682926829,,1.5709725672011,,2.224
Czechia,CZE,2023,11891578042.9175,96155103481.1565,343206568134.637,-0.0552618201120225,338283575533.924,4.3569961166029,,10.6612601372426,79.8780487804878,,1.78238907045946,,2.579
Denmark,DNK,2018,8764023726.34583,80055821274.1853,355293374912.393,1.8600074900921,365236933204.871,2.09315733610858,12.6484069824219,0.813609467455631,80.9536585365854,,0.495838925879129,,5.131
Denmark,DNK,2019,-3801733788.9774,75594565951.856,345401473012.615,1.71140093932736,355443582780.668,1.82942467238033,12.7428998947144,0.75813157251162,81.4512195121951,,0.358130915892652,12.1,5.018
Denmark,DNK,2020,1294050740.46455,80951056391.3056,355631021931.621,-1.78010601831291,367136215276.414,-0.190709868423056,11.6999034881592,0.420711974110115,81.6024390243903,,0.291641177476633,12.3,5.637
Denmark,DNK,2021,16997286703.2256,96385432717.4017,408378204639.999,7.38206633449863,424501033300.764,9.08448275454599,11.8259592056274,1.8530454398968,81.4048780487805,,0.433414489409722,12.4,5.043
Denmark,DNK,2022,30820919526.0381,99256111039.9713,401945576107.963,1.54017307357893,414709867315.259,2.59363970616727,11.8043584823608,7.6965669988926,81.3048780487805,,0.787502464739957,,4.434
Denmark,DNK,2023,4576876842.84454,92924905832.138,407091920305.404,2.49518434516773,418673805445.712,-3.74962027093731,,3.30517811237606,81.8536585365854,,0.741185515720057,,5.094
Djibouti,DJI,2018,170000000.0,81195368.5833413,2913464658.08768,4.77433934943193,2771292500.60488,4.54502718316392,14.4741497039795,0.14797084987711,64.105,,1.60259372935612,,26.184
Djibouti,DJI,2019,174999015.310515,70470901.0190129,3088851450.30694,5.54508081154978,2995009360.73959,8.01433184692183,,3.31925372703827,64.381,,1.55766086478885,,26.256
Djibouti,DJI,2020,158230011.0,-7820340.30868609,3144136196.6228,1.2021151728969,3045567091.11473,1.04959645684571,,1.7774078380617,64.2,,1.50228656339009,,27.713
Djibouti,DJI,2021,166750130.823032,-531937762.560418,3392796953.08939,4.40715667561153,3332455181.43607,6.18455201405116,,1.18191775339802,63.83,,1.44268944208775,,27.668
Djibouti,DJI,2022,187022847.623808,-377506658.751639,3562814908.76149,5.16653702854374,3630581242.21432,6.44355520772496,,5.17980847967061,65.54,,1.40352932560807,,26.307
Djibouti,DJI,2023,137009451.0,-126913705.752275,3917150480.80981,7.37207148701995,4020135814.68873,8.03287977187779,,1.49506816515088,65.987,,1.38410272350128,,26.154
Dominica,DMA,2018,78283172.0287841,,628244444.444444,2.964010610466,629651851.851852,,8.44583606719971,0.98919111918989,71.378,,-0.471208891199626,,
Dominica,DMA,2019,63039788.5185185,,644259259.259259,3.94809757938053,634762962.962963,,8.29829978942871,1.50462353858141,71.305,,-0.432182012456847,,
Dominica,DMA,2020,22837135.9259259,,528944444.444444,-15.7064024545862,537618518.518518,,10.6661701202393,1.22026442242476,71.269,,-0.453294538586472,,
Dominica,DMA,2021,28338715.1851852,,562911111.111111,5.37983838954712,563414814.814815,,7.76732730865479,2.22891330700344,69.832,,-0.550548598917183,,
Dominica,DMA,2022,16922305.5555556,,623062962.962963,10.3968076616121,625981481.481481,,9.35660457611084,2.88490226829353,71.081,,-0.561078261856387,,
Dominica,DMA,2023,47612624.4444444,,659311111.111111,3.65221012208734,658877777.777778,,6.41283702850342,5.08677483158112,71.132,,-0.473991407609536,,
Dominican Republic,DOM,2018,2744500000.0,21420619554.521,84994732049.3461,7.09751640210159,81303032048.4998,6.73862125183517,19.4849300384521,3.56443426013508,73.555,,1.07428473724925,,5.861
Dominican Republic,DOM,2019,2829200000.0,22495903410.0455,89146130744.723,4.8940301149584,85077230745.0388,5.0161912375289,20.008768081665,1.81060377042959,73.112,,1.0333133463082,,6.356
Dominican Republic,DOM,2020,2460600000.0,19542031862.5189,78546672406.8291,-7.92905234231061,74721672407.2714,-6.95483017512078,20.6340427398682,3.78103179915517,72.636,,1.04334076460591,,6.126
Dominican Republic,DOM,2021,3349700000.0,28716020756.8126,94850719516.7127,14.0124289062207,90140219517.2108,10.4211961354602,19.5941772460938,8.24300347981809,71.757,,1.04082961778304,,7.702
Dominican Republic,DOM,2022,4050000000.0,34804361480.568,113478087134.8,5.23795652902595,109167087134.8,5.90382604038011,22.3626346588135,8.81109209279587,74.211,95.5,0.959629735113671,,5.504
Dominican Republic,DOM,2023,4750500000.0,33504376347.9921,120456239153.739,2.19229848237939,115018639153.026,4.61657148057367,22.0254058837891,4.78561281021135,73.72,,0.891159203732232,23.0,5.555
Early-demographic dividend,EAR,2018,230997030751.497,3195708023814.32,11652111473280.5,3.84109765418583,11518913814755.3,3.57975193378881,16.6867799758911,3.95721831216162,70.5486659921504,79.2979125976562,1.21989783757211,,6.79972998966452
Early-demographic dividend,EAR,2019,210294603635.347,3161356290530.22,11887904124496.5,2.38719124728404,11751355249655.0,2.50802274180731,14.6647500991822,2.75980873474443,70.8424064605001,79.5661773681641,1.22262600683525,,6.33471130423578
Early-demographic dividend,EAR,2020,196726893430.604,2818862422515.39,11039712538107.1,-4.21530436632986,10917797952938.7,-5.26399574030148,15.7747373580933,2.95192253170018,69.8801308490982,80.073860168457,1.21571614142701,,7.41080978209992
Early-demographic dividend,EAR,2021,277474542557.384,3510795227495.02,12923331307987.7,7.50648140047596,12761914343668.0,7.65247020691091,15.7361831665039,4.03843012730298,68.1790994839634,80.5022735595703,1.0537443092784,,6.78633395860379
Early-demographic dividend,EAR,2022,277380589515.136,3987395710780.09,14274765147164.7,5.96019460339863,14105714773348.2,6.52691120582038,15.5426712036133,7.11924444078175,71.4304552508694,81.0057601928711,1.11896236573035,,5.71415089065227
Early-demographic dividend,EAR,2023,230690305625.0,4230360695409.89,15177810163172.8,4.61090087002268,15007566398228.7,5.57689418022697,,5.88289680163219,71.7962449795855,81.4959564208984,1.17335447434549,,5.26002950548056
East Asia & Pacific,EAS,2018,601886889404.345,9530811850243.73,26749413596913.5,4.7843128392733,26761541445237.6,,15.2325873374939,2.368549058067,76.3914229383171,95.3694305419922,0.602464921030028,,3.74497476910225
East Asia & Pacific,EAS,2019,532835738998.682,9610865770025.4,27322078215458.3,4.04372924529719,27378493253199.2,,15.1637201309204,1.70397863236265,76.586261929345,95.8068771362305,0.518117368664481,,3.81472100039499
East Asia & Pacific,EAS,2020,594307010447.418,9622198871475.61,27474338351594.1,-0.0541286733685524,27485584887193.8,,12.821702003479,0.846905537459305,76.5434376080231,96.0287017822266,0.408846548690979,,4.28970049892231
East Asia & Pacific,EAS,2021,825244087136.004,11359251580482.6,31548481959790.6,6.3397358353444,31570317524726.9,,13.0648202896118,2.47710241465447,76.1530093756951,96.1649322509766,0.240515831746838,,4.05434245252657
East Asia & Pacific,EAS,2022,716184844179.298,11263454287015.4,31135994741903.4,2.99047159522475,31078861010704.6,,13.4970345497131,5.34595440908904,76.6767834400676,96.3009262084961,0.189441757588777,,4.08953122769036
East Asia & Pacific,EAS,2023,462381584083.783,10957535563505.5,31279384293039.7,4.19395495059558,31249977311387.0,,,5.21536927681554,76.6595183258032,96.4304885864258,0.202813447771952,,3.85771165493103
East Asia & Pacific (IDA & IBRD countries),TEA,2018,311050637127.277,6964127777860.22,16881313468532.0,6.53703606587011,16768774511362.3,,14.9428992271423,2.91740921289151,75.6101241544348,95.5771331787109,0.645371494905098,,3.8185338900756
East Asia & Pacific (IDA & IBRD countries),TEA,2019,260867687228.383,7074513061989.23,17481802738366.4,5.88571324697395,17391569363178.2,,14.2883200645446,1.93321335810515,75.8042877234534,95.9971618652344,0.552005486782092,,3.91055814607334
East Asia & Pacific (IDA & IBRD countries),TEA,2020,302681540276.045,7153922265500.37,17783399412496.6,1.34517813817452,17626104359170.5,,12.2840824127197,2.3931623931624,75.73384970547,96.2216720581055,0.453261414135534,,4.38272643965065
East Asia & Pacific (IDA & IBRD countries),TEA,2021,437483819048.324,8656257899226.88,21205315189717.1,7.71948607337309,21009144034946.7,,11.8762474060059,2.6124818577648,75.3009806060199,96.3614196777344,0.31401226881642,,4.13976979107785
East Asia & Pacific (IDA & IBRD countries),TEA,2022,278393533057.999,8705398862040.66,21536968352300.0,3.54531588499279,21316014447997.2,,13.9326143264771,5.40874375479067,75.9610347461336,96.5035629272461,0.23329577316355,,4.24554875686716
East Asia & Pacific (IDA & IBRD countries),TEA,2023,124636597977.862,8461296347581.28,21617377390319.4,5.25471763539007,21425297191567.2,,,6.16457747898299,75.9085643603807,96.6361923217773,0.183862594333235,,3.99023937769226
East Asia & Pacific (excluding high income),EAP,2018,311000387127.277,6972721428172.36,16902106236749.5,6.53719009221587,16789388593690.5,,14.9720153808594,3.1983464156241,75.57828618156,95.6321334838867,0.642815839523057,,3.8023437834359
East Asia & Pacific (excluding high income),EAP,2019,260822975228.383,7083230022686.83,17503362758566.8,5.8857935889594,17412966154531.0,,14.4990835189819,1.94257500833107,75.7689690321509,96.0468826293945,0.550254605067876,,3.89330553057754
East Asia & Pacific (excluding high income),EAP,2020,302638440276.045,7162726295065.27,17805361735240.4,1.34528896450408,17647800263232.2,,13.2277331352234,2.40629214387011,75.6976393295064,96.2685317993164,0.452341336047048,,4.36073968094378
East Asia & Pacific (excluding high income),EAP,2021,437452378048.324,8666954971166.61,21231549654292.7,7.71979865885916,21035033871471.2,,12.318051815033,2.69891859529198,75.2781418410849,96.4064712524414,0.314672689212406,,4.12248591657027
East Asia & Pacific (excluding high income),EAP,2022,278321519057.999,8716146142084.22,21563623056097.7,3.54537500425212,21342290618958.3,,13.8940677642823,5.37734908193985,75.9325409436903,96.5467529296875,0.234938160938111,,4.22329838547477
East Asia & Pacific (excluding high income),EAP,2023,124588781227.862,8471742270027.81,21644107579563.1,5.25477821929516,21451694188829.7,,,5.97802515541409,75.8806830895266,96.6776275634766,0.185776878891948,,3.97239658895814
Ecuador,ECU,2018,1391309763.14022,24226230000.0,107478961000.0,1.04429460679607,104609708400.0,0.993541696974674,,-0.224103246005552,77.248,,1.71572391035149,23.2,3.53
Ecuador,ECU,2019,979636496.243028,22648095000.0,107595830000.0,0.1654044646003,104535446600.0,0.0162359837290893,10.6745500564575,0.266012515466155,77.286,,1.68935479627168,25.0,3.812
Ecuador,ECU,2020,1114348900.76402,16857860000.0,95865473000.0,-9.24509619165865,92537456300.0,-11.075094580284,10.5891103744507,-0.338872392562139,72.004,94.0,1.18125258230486,33.0,6.127
Ecuador,ECU,2021,648711150.926888,22237097000.0,107179074000.0,9.42189269033631,105446469100.0,12.3924723439903,9.75601005554199,0.133251386096389,72.746,94.0,0.774314023514489,27.7,4.552
Ecuador,ECU,2022,882038803.529517,26020677000.0,116133121000.0,5.86842354862311,114216397700.0,5.27753239599416,9.2932596206665,3.46616972213077,76.577,94.0,0.796723652034201,25.2,3.761
Ecuador,ECU,2023,475034348.523188,25017586000.0,121147057000.0,1.98823813984235,118331113900.0,1.41767166874101,9.69493961334229,2.21568764237058,77.392,,0.872456027022398,26.0,3.51
"Egypt, Arab Rep.",EGY,2018,8141300000.0,54158694428.8126,262588632526.73,5.3311086189448,256309032526.73,4.59873829470693,,14.4014657807422,70.974,,1.89713831833082,,9.855
"Egypt, Arab Rep.",EGY,2019,9010100000.0,65820045558.0866,318678815489.749,5.55209307156956,307669215489.749,4.07466713482818,,9.15279959324804,71.213,,1.75497438173801,29.7,7.851
"Egypt, Arab Rep.",EGY,2020,5851800000.0,72227074235.8079,383817841547.099,3.55016483786838,372463841547.099,3.9587149591006,,5.04493288977539,69.79,,1.62495386951696,,7.974
"Egypt, Arab Rep.",EGY,2021,5122300000.0,77342256214.1491,424671765455.704,3.29064601202211,412272565455.704,3.31171674620887,,5.21404940513043,68.976,,1.4908053906311,,7.441
"Egypt, Arab Rep.",EGY,2022,11399900000.0,94662613981.7629,476747720364.742,6.58784560886967,460984520364.742,6.30438954433814,,13.8956609775178,71.01,74.5,1.48609697540294,,7.344
"Egypt, Arab Rep.",EGY,2023,9840600000.0,65291115866.9758,395926075163.006,3.76028052279247,378607675162.981,2.61416328069582,,33.8847763115546,71.633,,1.68834126904494,,7.334
El Salvador,SLV,2018,412743968.360673,4780430000.0,26020850000.0,2.4124442237792,24550760000.0,1.26705421023385,14.7846651077271,1.09033000581892,71.384,89.0,0.100922206462958,,4.006
El Salvador,SLV,2019,696287032.758767,4931290000.0,26881140000.0,2.43747159065784,25540040000.0,3.82538040490677,14.3310699462891,0.0753241350024612,71.725,89.0,0.0403628806830014,,4.17
El Salvador,SLV,2020,386532637.677301,4289340000.0,24921190000.0,-7.893101359867,23543800000.0,-7.89431797329152,11.8684911727905,-0.371590212324095,70.244,90.0,0.198362574897496,26.2,5.008
El Salvador,SLV,2021,800443454.959999,6783000000.0,29043140000.0,11.9047617015957,27355140000.0,7.83546161981012,11.9613590240479,3.46692585313082,69.941,,0.338002420196154,24.6,4.327
El Salvador,SLV,2022,26235086.5900005,7799120000.0,31870120000.0,2.95461516549889,29922820000.0,0.77511490260629,,7.19861615609867,71.969,,0.39146192798287,26.6,2.999
El Salvador,SLV,2023,642983912.959999,7002580000.0,33853940000.0,3.5391566928735,31714970000.0,4.87142893763466,,4.04554694222477,72.099,90.0,0.465531145369394,,2.992
Equatorial Guinea,GNQ,2018,-144465770.0,1637322530.19426,13097012133.6159,-6.23654406734575,10026980386.2895,4.73737757505273,,1.06007410662171,61.915,,3.39945242088076,,7.967
Equatorial Guinea,GNQ,2019,821413130.0,1237747685.07381,11364133549.7478,-5.48182537893445,8329916826.1239,-13.5087447187316,,1.53027528964189,62.297,,3.271454421427,,8.064
